type	latitude	longitude	altitude (m)	name	desc
T	17.244824753	75.308700317	569.7		
T	17.296525380	75.318752662	556.4		
T	17.368607718	75.317746703	533.5		
T	17.430374108	75.316882818	514.9		
T	17.542998207	75.282964999	478.6		
T	17.635353267	75.270843966	482.6		
T	17.737543179	75.236954983	477.5		
T	17.778444056	75.225542989	473.9		
T	17.880374297	75.180782904	452.2		
T	17.900510507	75.158847915	468.3		
T	17.941379268	75.147392910	501.0		
T	18.022690648	75.102813320	502.9		
T	18.063543013	75.091327912	465.3		
T	18.104190718	75.069016059	511.2		
T	18.165353921	75.046346434	512.1		
T	18.195932222	75.035004703	493.0		
T	18.247026425	75.023315593	516.5		
T	18.318414467	75.000393376	546.9		
T	18.379730751	74.988440314	554.9		
T	18.420546800	74.976870662	561.9		
T	18.512424769	74.953535092	565.1		
T	18.522479029	74.942504602	570.0		
T	18.563485925	74.941766174	599.5		
T	18.614544235	74.929990780	627.9		
T	18.665793117	74.929042869	629.0		
T	18.726892330	74.906140156	628.5		
T	18.778134503	74.905149745	636.6		
T	18.850064141	74.914635217	592.8		
T	18.942099819	74.901977158	661.6		
T	19.033761523	74.867429654	707.6		
T	19.115387079	74.843865247	812.7		
T	19.186585413	74.809595240	767.7		
T	19.247922230	74.797330850	710.9		
T	19.390597368	74.739447722	514.0		
T	19.462057989	74.715908701	511.1		
T	19.533722294	74.703280730	500.7		
T	19.584680973	74.680179761	517.1		
T	19.635648841	74.657058179	520.4		
T	19.716694069	74.589324309	510.2		
T	19.757422213	74.566360146	496.9		
T	19.828812358	74.531605938	497.2		
T	19.879857014	74.508296706	489.4		
T	19.920810529	74.496232216	510.6		
T	20.013205060	74.482813856	539.7		
T	20.033780953	74.482275623	551.6		
T	20.085276929	74.480839780	578.3		
T	20.147269573	74.490121122	618.1		
T	20.209275614	74.499411431	712.1		
T	20.292081692	74.519167195	534.0		
T	20.394852032	74.494249167	488.8		
T	20.415503028	74.493644267	481.4		
T	20.486933086	74.436319889	466.5		
T	20.517755203	74.424349970	452.3		
T	20.578892245	74.367219277	493.8		
T	20.589230622	74.366904626	501.7		
T	20.661266302	74.342568816	548.6		
T	20.702293560	74.319156666	565.5		
T	20.743334247	74.295720749	565.9		
T	20.815597031	74.271105446	686.9		
T	20.867071078	74.247241761	559.8		
T	20.887808647	74.246563683	514.6		
T	20.959654225	74.199831646	481.7		
T	21.011179850	74.175890858	531.0		
T	21.073358222	74.162611213	521.9		
T	21.135656392	74.137893654	572.0		
T	21.187770996	74.124638802	663.0		
T	21.250490637	74.122162440	313.3		
T	21.313140855	74.108462491	220.3		
T	21.355007080	74.106801261	173.2		
T	21.366117181	74.173729141	201.2		
T	21.209886832	74.224403474	545.4		
T	21.126757146	74.249759896	509.0		
T	21.054177469	74.263324733	584.3		
T	21.033419064	74.264000531	488.7		
T	20.950784372	74.288872738	427.7		
T	20.909484237	74.301292497	467.5		
T	20.868185615	74.313713407	536.7		
T	20.785692279	74.349728263	630.5		
T	20.744208791	74.351099336	553.4		
T	20.672305493	74.386517820	512.5		
T	20.600267214	74.410821055	482.0		
T	20.569428532	74.422805131	458.6		
T	20.497611675	74.458100325	458.5		
T	20.436327440	74.504075317	474.3		
T	20.344158147	74.550800137	539.2		
T	20.303274198	74.573950208	525.2		
T	20.241429644	74.575635285	556.0		
T	20.149235757	74.611137330	661.4		
T	20.046926205	74.657906117	597.9		
T	20.006131397	74.680908026	574.3		
T	19.955074433	74.704125193	543.8		
T	19.873371734	74.739029100	528.9		
T	19.812077733	74.762417745	496.0		
T	19.761068616	74.785540473	491.7		
T	19.699975632	74.819828379	478.0		
T	19.648994273	74.842886533	463.1		
T	19.547065485	74.888926717	482.0		
T	19.475780658	74.923264318	492.2		
T	19.394254018	74.957784272	520.1		
T	19.343332364	74.980698453	546.0		
T	19.241162043	75.004663721	526.4		
T	19.087966130	75.040501698	863.8		
T	18.975985018	75.086278832	615.3		
T	18.935192631	75.097898422	625.7		
T	18.894400111	75.109512320	594.0		
T	18.792145812	75.122197404	576.1		
T	18.720800681	75.145162693	556.7		
T	18.649452882	75.168108397	542.9		
T	18.618899787	75.179477308	534.2		
T	18.527055099	75.202727997	537.7		
T	18.435206593	75.225964998	525.3		
T	18.281679697	75.239377149	569.2		
T	18.148909491	75.273879594	559.4		
T	18.087362156	75.274831814	532.1		
T	18.046693178	75.297067388	525.1		
T	17.964792641	75.309124131	518.0		
T	17.913842384	75.331486966	513.9		
T	17.842331058	75.354116764	512.9		
T	17.760163006	75.355310227	501.1		
T	17.668062957	75.378209975	454.9		
T	17.606581671	75.389869932	473.5		
T	17.504288630	75.423617323	462.1		
T	17.432627948	75.446137283	484.2		
T	17.381526300	75.468361107	506.8		
T	17.279470472	75.523543009	496.3		
T	17.289405643	75.501884646	485.2		
T	17.341252828	75.522728592	477.7		
T	17.528057821	75.617183747	441.7		
T	17.620593099	75.615976295	459.8		
T	17.692508604	75.615011872	477.0		
T	17.805314252	75.602719464	473.4		
T	17.917738327	75.568846890	489.6		
T	17.999635697	75.556898406	470.8		
T	18.091595946	75.533992106	478.6		
T	18.152780194	75.511511625	476.2		
T	18.224037735	75.478066215	493.4		
T	18.254451329	75.456007872	518.4		
T	18.285202153	75.455552634	529.4		
T	18.346350848	75.433010482	513.3		
T	18.397415540	75.421422844	543.2		
T	18.438399550	75.420799790	552.1		
T	18.489275477	75.398357719	549.0		
T	18.550211738	75.364887434	535.5		
T	18.611490991	75.353059634	599.1		
T	18.631974426	75.352726986	603.5		
T	18.692895421	75.319135968	618.5		
T	18.754170201	75.307257334	602.7		
T	18.774482275	75.296082569	629.8		
T	18.876548601	75.272690662	831.4		
T	18.947886179	75.249793514	761.5		
T	18.988674042	75.238242975	736.0		
T	19.049613268	75.204453345	694.2		
T	19.100318670	75.170830577	742.4		
T	19.161277386	75.136972387	585.0		
T	19.242744954	75.102662290	519.7		
T	19.293995041	75.101616481	499.3		
T	19.314496601	75.101198137	487.7		
T	19.385922262	75.077922247	509.2		
T	19.416513803	75.066379394	503.9		
T	19.447280094	75.065734875	497.5		
T	19.498391154	75.053752031	512.8		
T	19.559767919	75.041544934	480.1		
T	19.631581938	75.040032769	467.7		
T	19.693146888	75.038732573	479.3		
T	19.734038324	75.026918227	488.9		
T	19.774935374	75.015096128	486.3		
T	19.836041595	74.980938176	501.8		
T	19.876785460	74.958146099	506.6		
T	19.948351419	74.934648568	524.8		
T	19.968730063	74.923235533	531.1		
T	20.050759352	74.910429266	566.3		
T	20.081631054	74.909672256	570.8		
T	20.174148303	74.896377244	588.0		
T	20.215198359	74.884353485	605.2		
T	20.287018031	74.860545542	676.5		
T	20.369326023	74.847456391	409.1		
T	20.441227096	74.823569400	379.6		
T	20.482525029	74.822473835	368.9		
T	20.503177603	74.821925750	348.8		
T	20.575326432	74.808981868	385.9		
T	20.585501830	74.797681047	388.4		
T	20.646867359	74.751900899	394.4		
T	20.687715463	74.717687821	388.9		
T	20.718233318	74.683728151	415.4		
T	20.759462380	74.671510208	412.9		
T	20.841728393	74.624828452	387.8		
T	20.934425605	74.577740228	326.4		
T	20.986158790	74.565073698	369.1		
T	21.047813549	74.518804046	325.5		
T	21.119551729	74.449940035	372.5		
T	21.181331644	74.403444005	400.5		
T	21.253738359	74.367635761	341.3		
T	21.347449465	74.341967632	305.6		
T	21.399753975	74.340048326	173.1		
T	21.462466779	74.337821396	128.4		
T	21.545810197	74.335129786	116.8		
T	21.618793506	74.332752676	149.8		
T	21.670865458	74.319811049	214.2		
T	21.712513799	74.307204413	500.5		
T	21.795976029	74.293178238	521.0		
T	21.827750242	74.314433626	446.0		
T	21.806725073	74.315227281	526.1		
T	21.723806782	74.385322378	699.3		
T	21.610589455	74.523186671	166.7		
T	21.590342709	74.568436634	183.6		
T	21.455069138	74.583673885	139.2		
T	21.413525858	74.596099592	121.5		
T	21.298883852	74.599687109	182.4		
T	21.205129148	74.602646703	255.5		
T	21.142978915	74.626808107	236.1		
T	21.049741835	74.651832173	302.8		
T	20.977408168	74.676123088	331.7		
T	20.905579156	74.733567488	266.6		
T	20.823262905	74.780160670	310.9		
T	20.751039633	74.804306151	353.4		
T	20.709831938	74.816446877	332.6		
T	20.648429710	74.862203880	350.8		
T	20.617731880	74.885064336	351.7		
T	20.566547510	74.919441755	331.2		
T	21.355669739	74.998309031	270.5		
T	21.566229432	79.225649484	419.4		
T	21.430073003	79.178149928	313.0		
T	20.484406242	74.954563674	341.2		
T	20.412517699	74.989481327	365.9		
T	20.320276779	75.035754937	696.5		
T	20.238151439	75.059683224	697.6		
T	20.156115383	75.083518371	576.1		
T	20.104831218	75.095647138	558.6		
T	20.073977471	75.096342622	561.9		
T	20.022889375	75.119377833	569.2		
T	19.961749465	75.153482330	605.6		
T	19.849611619	75.210446366	530.3		
T	19.737693203	75.278170266	501.6		
T	19.656105443	75.312477202	500.7		
T	19.533389048	75.336577546	460.0		
T	19.492381152	75.337351405	460.0		
T	19.431035137	75.349394122	468.0		
T	19.318618874	75.373254730	481.5		
T	19.257460738	75.396124956	600.3		
T	19.237129050	75.407365634	532.2		
T	19.145415375	75.441600766	548.6		
T	19.104609794	75.453173347	544.6		
T	19.022692242	75.454608340	581.2		
T	18.951343655	75.477488081	663.0		
T	18.839365112	75.522668199	788.7		
T	18.788339917	75.534346251	771.2		
T	18.666457193	75.601300148	703.6		
T	18.615434727	75.612900881	723.5		
T	18.533830728	75.635696959	617.2		
T	18.462453081	75.658326836	583.1		
T	18.442430723	75.691027930	617.3		
T	18.309728701	75.725272838	550.1		
T	18.176973160	75.759454723	531.6		
T	18.135974259	75.760004319	503.0		
T	17.951416924	75.762465302	476.0		
T	17.921107845	75.795197460	500.6		
T	17.900737891	75.806233705	484.9		
T	17.777865256	75.829331178	484.2		
T	17.644490993	75.841759726	447.3		
T	17.562585983	75.864295248	438.3		
T	17.471233109	75.951443807	449.2		
T	17.442172462	76.091531160	439.8		
T	17.504277751	76.123078136	461.3		
T	17.524174008	76.069098260	444.0		
T	17.605730039	76.014387403	486.4		
T	17.718728724	76.013058147	481.1		
T	17.810995965	76.001202682	507.8		
T	17.913767153	76.010751061	528.0		
T	17.985550854	76.009880769	533.8		
T	18.026557744	76.009378529	540.5		
T	18.118806769	76.008248160	572.4		
T	18.169774914	75.986061628	603.7		
T	18.241362734	75.974392075	588.5		
T	18.333266636	75.951650199	681.9		
T	18.373949664	75.929539345	709.4		
T	18.455716345	75.917673633	722.0		
T	18.516862034	75.895268153	695.9		
T	18.618943781	75.872300763	694.5		
T	18.670106730	75.871586881	682.5		
T	18.751826560	75.859608080	719.1		
T	18.792756899	75.859022642	727.8		
T	18.864112903	75.836352549	713.1		
T	18.904909289	75.824935018	595.6		
T	18.945844811	75.824340224	563.2		
T	18.976408995	75.813063212	530.4		
T	19.037543591	75.790472086	483.5		
T	19.067973374	75.768328902	489.4		
T	19.149451873	75.734536416	493.8		
T	19.180308543	75.744904433	518.3		
T	19.313279144	75.731989562	446.6		
T	19.354104927	75.720485768	430.3		
T	19.445591136	75.664680783	449.0		
T	19.476321767	75.664186830	454.5		
T	19.517153578	75.652655960	472.8		
T	19.588579235	75.629741675	487.9		
T	19.649617882	75.596090530	523.9		
T	19.710697528	75.562363354	548.0		
T	19.802585381	75.528016251	533.7		
T	19.904623592	75.482511080	618.1		
T	19.996672315	75.459010115	794.9		
T	20.078534406	75.435609753	717.0		
T	20.139932460	75.412516696	643.1		
T	20.232201631	75.388781146	692.0		
T	20.314211024	75.365222458	709.1		
T	20.416904202	75.341154245	658.0		
T	20.499210611	75.317343946	344.8		
T	20.561056726	75.304944189	320.9		
T	20.643470130	75.281055906	266.2		
T	20.694898230	75.257853340	263.5		
T	20.705100092	75.246607922	269.8		
T	20.777126569	75.211853466	276.2		
T	20.797694813	75.200337759	277.4		
T	20.921703853	75.175290233	248.8		
T	20.952789915	75.174539327	235.1		
T	21.014852352	75.161986402	211.4		
T	21.107803322	75.126536628	166.4		
T	21.190832425	75.124486978	162.2		
T	21.201084735	75.113157753	172.2		
T	21.283910736	75.088928598	214.1		
T	21.346280714	75.087350604	269.3		
T	21.398161213	75.074930096	285.9		
T	21.408564432	75.074664480	293.4		
T	21.440616305	75.151592737	274.4		
T	21.409756770	75.185655803	252.6		
T	21.348085884	75.253682148	322.5		
T	21.244432610	75.278266327	194.9		
T	21.223776053	75.289821197	184.4		
T	21.161504737	75.291254056	178.1		
T	21.079041524	75.326219669	177.5		
T	21.016978215	75.338655656	200.8		
T	20.934354031	75.362565277	221.9		
T	20.913771147	75.374047973	232.3		
T	20.841556612	75.397676535	238.3		
T	20.820855548	75.398128527	230.8		
T	20.728133030	75.433163514	259.6		
T	20.687022365	75.456047410	264.6		
T	20.604848342	75.501747882	294.1		
T	20.573984475	75.513371601	322.0		
T	20.512408968	75.547566646	702.8		
T	20.491889841	75.558954716	717.2		
T	20.409718403	75.593495983	681.5		
T	20.317491767	75.628042979	611.3		
T	20.245907309	75.662143394	590.7		
T	20.143640973	75.707660621	591.4		
T	20.092393159	75.719467093	585.9		
T	20.010375009	75.731764303	651.7		
T	19.897940401	75.766293766	523.3		
T	19.826417754	75.789226961	528.3		
T	19.775279544	75.800925913	493.1		
T	19.744652801	75.812295859	480.2		
T	19.673293734	75.846049463	491.1		
T	19.622201604	75.857686137	508.3		
T	19.540498104	75.880655239	459.3		
T	19.458803056	75.903598005	442.6		
T	19.397730696	75.937076994	422.8		
T	19.316197616	75.970796373	421.0		
T	19.203971515	76.004881417	484.1		
T	19.163279305	76.027115736	461.2		
T	19.102116683	76.049611404	447.4		
T	19.030599280	76.061396149	469.1		
T	18.959090502	76.073163369	523.0		
T	18.918284401	76.084513428	568.0		
T	18.857259997	76.117749068	648.2		
T	18.785882364	76.140279707	723.9		
T	18.765420346	76.140537254	724.8		
T	18.724496575	76.141051925	701.4		
T	18.652883664	76.141952360	671.2		
T	18.591492320	76.142706611	645.8		
T	18.550681097	76.153997844	638.2		
T	18.499634046	76.165406495	678.6		
T	18.458697784	76.165897449	693.3		
T	18.417880235	76.177175094	691.5		
T	18.315758605	76.199952404	656.3		
T	18.275049754	76.221987787	643.5		
T	18.203591738	76.244354745	637.0		
T	18.121752963	76.256049592	627.6		
T	18.070519371	76.256623660	637.4		
T	18.050145387	76.267621478	628.1		
T	17.978756998	76.300712043	645.0		
T	17.917248112	76.301385710	629.9		
T	17.876429249	76.323343192	622.0		
T	17.866167026	76.323452666	604.6		
T	17.764297309	76.399823999	583.0		
T	17.764732767	76.442838270	578.3		
T	17.755286510	76.528965732	563.5		
T	17.776496553	76.604034278	561.8		
T	17.848614426	76.635606418	580.6		
T	17.889653982	76.635213211	588.4		
T	17.992355637	76.655758639	600.1		
T	18.033431766	76.666136802	585.8		
T	18.105154835	76.665462849	620.6		
T	18.187022483	76.653919777	628.5		
T	18.238055688	76.631886419	613.8		
T	18.268690132	76.620818928	639.7		
T	18.309454823	76.598869513	600.5		
T	18.380916819	76.576610447	614.3		
T	18.442232159	76.565222516	618.0		
T	18.493210754	76.543140599	605.1		
T	18.564650124	76.520840270	635.1		
T	18.625946991	76.509423588	629.2		
T	18.676893089	76.487300589	630.3		
T	18.738067861	76.465055480	639.8		
T	18.789014071	76.442902706	555.1		
T	18.829834367	76.431656222	539.4		
T	18.880782163	76.409480348	471.5		
T	18.921497239	76.387403037	448.6		
T	18.941854818	76.376360040	433.7		
T	19.002923703	76.343211504	433.2		
T	19.084568287	76.320627180	405.7		
T	19.186353870	76.265272446	405.8		
T	19.247426845	76.232018845	410.6		
T	19.318735748	76.198611318	423.2		
T	19.379936012	76.176143443	445.3		
T	19.451272151	76.142660954	473.4		
T	19.522732215	76.120006847	498.3		
T	19.573831285	76.108468497	499.3		
T	19.655905325	76.118262200	457.1		
T	19.768541341	76.105878471	457.0		
T	19.840085468	76.083132257	497.6		
T	19.891234616	76.071544556	513.8		
T	19.942267393	76.049051067	584.4		
T	19.993305000	76.026540088	595.0		
T	20.064771147	75.992800002	583.4		
T	20.156988655	75.969594463	548.0		
T	20.239088258	75.957432557	568.8		
T	20.310933308	75.945410345	585.5		
T	20.351826888	75.922906869	585.6		
T	20.423537286	75.888927687	586.8		
T	20.465251909	75.932048890	593.0		
T	20.526651482	75.887221612	602.7		
T	20.608586390	75.831018593	349.5		
T	20.649773036	75.819331812	323.0		
T	20.680542657	75.796827910	315.5		
T	20.783573174	75.762013285	259.7		
T	20.855742545	75.738702953	262.3		
T	20.969125704	75.692559446	212.0		
T	21.010436037	75.680759048	209.0		
T	21.103690808	75.678995352	178.4		
T	21.134726133	75.678430995	177.6		
T	21.217510935	75.676924863	251.1		
T	21.290211280	75.697701314	512.8		
T	21.385607036	75.894954903	460.4		
T	21.385831306	75.917056802	441.6		
T	21.334371612	75.951023092	449.2		
T	21.262248685	75.985265352	266.6		
T	21.231175776	75.985747862	252.6		
T	21.148541800	76.009086215	227.8		
T	21.117373719	76.009590021	226.4		
T	21.055515629	76.043603487	222.8		
T	21.004032971	76.066385426	273.8		
T	20.952563377	76.089144882	279.0		
T	20.880253733	76.101200998	260.8		
T	20.818524562	76.135062362	275.2		
T	20.746257735	76.147074395	296.0		
T	20.684520376	76.169880948	326.7		
T	20.653551399	76.170308017	355.9		
T	20.571077851	76.182407676	488.8		
T	20.540118325	76.182833812	642.2		
T	20.468116049	76.205717854	603.7		
T	20.416663297	76.217354579	651.0		
T	20.365400555	76.239898590	605.6		
T	20.303838174	76.251605847	650.3		
T	20.211571805	76.274604066	609.8		
T	20.129619161	76.297438995	537.5		
T	20.027594509	76.364091705	547.9		
T	19.935689018	76.408725307	538.6		
T	19.864205181	76.442186359	485.0		
T	19.833637730	76.464288676	486.8		
T	19.782561861	76.486598567	488.1		
T	19.731491752	76.508889975	538.1		
T	19.680336163	76.520294781	479.7		
T	19.629308156	76.542554194	449.1		
T	19.496461670	76.576465570	437.4		
T	19.486315995	76.587422355	437.2		
T	19.435215192	76.598775097	405.9		
T	19.363734924	76.621163096	406.3		
T	19.333024004	76.621454701	413.6		
T	19.251329079	76.643915449	438.2		
T	19.241094283	76.644011913	437.6		
T	19.179968688	76.677096280	414.0		
T	19.139031112	76.677472531	401.5		
T	19.067660570	76.710612032	388.1		
T	19.016756944	76.743545414	380.1		
T	18.914681876	76.776886625	401.7		
T	18.894300347	76.787876697	424.9		
T	18.812690940	76.820999776	492.7		
T	18.690073441	76.843622504	513.7		
T	18.618609839	76.865807534	534.3		
T	18.567520606	76.877025741	603.2		
T	18.516502322	76.899030612	642.7		
T	18.424537947	76.921350205	640.5		
T	18.393904165	76.932380805	631.5		
T	18.322395926	76.954510237	620.6		
T	18.240868765	77.019837616	633.1		
T	18.241175784	77.073747259	584.4		
T	18.302919751	77.127222252	602.3		
T	18.333631254	77.127014874	633.8		
T	18.415583642	77.137255217	627.8		
T	18.497542455	77.147503033	544.0		
T	18.538489672	77.147226401	506.3		
T	18.589671659	77.146881213	512.3		
T	18.661316965	77.146409982	539.4		
T	18.732953832	77.145953574	540.5		
T	18.784124311	77.145626652	502.4		
T	18.855700282	77.134355984	436.7		
T	18.927149661	77.101426830	461.4		
T	18.978257418	77.090264292	394.7		
T	19.029297978	77.068267709	375.9		
T	19.121279072	77.045980849	378.6		
T	19.192716445	77.012968917	375.7		
T	19.243676900	76.980078045	382.1		
T	19.294712526	76.958017587	390.3		
T	19.345900602	76.957643851	399.5		
T	19.396950110	76.935571236	393.3		
T	19.488964412	76.913174526	405.6		
T	19.519281314	76.858628886	407.7		
T	19.590624828	76.814588418	441.3		
T	19.641749650	76.803297449	452.8		
T	19.713294904	76.780958135	442.6		
T	19.815823424	76.780112468	519.1		
T	19.908129206	76.779349334	541.3		
T	19.959423568	76.778926410	554.1		
T	20.041423805	76.767349041	517.5		
T	20.154178123	76.733685073	536.2		
T	20.236135110	76.700225723	550.6		
T	20.297833952	76.699685746	528.1		
T	20.400629681	76.687848114	369.2		
T	20.441841462	76.687488678	365.5		
T	20.524005115	76.653917642	358.9		
T	20.585676767	76.631443468	335.9		
T	20.647371825	76.608944330	389.0		
T	20.688442482	76.586616994	317.7		
T	20.729574285	76.564274606	291.7		
T	20.791258686	76.530726651	277.5		
T	20.842816322	76.519213411	250.4		
T	20.914865076	76.485490265	239.4		
T	20.945639413	76.463171368	240.7		
T	21.059128349	76.450929923	324.0		
T	21.121253709	76.450241964	548.7		
T	21.142835169	76.527108162	763.0		
T	21.142948205	76.538123065	556.4		
T	21.112958099	76.659572238	347.5		
T	21.010156009	76.737515115	273.2		
T	20.968979217	76.759853042	262.9		
T	20.917378311	76.771261059	247.8		
T	20.845124403	76.782818864	261.7		
T	20.783137341	76.783303162	269.7		
T	20.690396529	76.805970164	288.6		
T	20.607847319	76.806598517	293.6		
T	20.525433585	76.818177398	334.2		
T	20.504815255	76.818332366	318.2		
T	20.432761654	76.829816457	345.3		
T	20.381435557	76.852075118	365.5		
T	20.319783814	76.863462171	399.6		
T	20.258234492	76.885762904	516.6		
T	20.196699787	76.908040073	549.9		
T	20.135260501	76.941207489	525.5		
T	20.032741994	76.974599322	494.8		
T	19.961150035	77.007786224	515.8		
T	19.879320398	77.041003002	526.4		
T	19.776913419	77.063413902	457.7		
T	19.695108804	77.096551211	464.7		
T	19.572453731	77.140804414	473.8		
T	19.551965894	77.140926767	491.4		
T	19.470224185	77.174012473	431.8		
T	19.357879385	77.228945643	381.8		
T	19.296499849	77.240132103	391.7		
T	19.204467869	77.262333351	386.4		
T	19.091962460	77.284615167	387.1		
T	19.030701952	77.317442957	408.3		
T	18.877402104	77.372404396	414.4		
T	18.867213817	77.383290594	455.7		
T	18.795598264	77.394475697	379.1		
T	18.744500092	77.416381693	374.1		
T	18.713872148	77.438180770	402.7		
T	18.703874649	77.503194991	389.8		
T	18.724466173	77.535601477	366.1		
T	18.755326805	77.578817513	387.3		
T	18.816976931	77.643591575	355.4		
T	18.909045624	77.610724903	372.3		
T	18.929527175	77.610646069	333.3		
T	18.960248867	77.610527566	346.5		
T	19.052457214	77.621058428	372.8		
T	19.124112207	77.609972434	438.9		
T	19.185484696	77.588049829	434.8		
T	19.226374143	77.566191839	425.5		
T	19.308139401	77.522450208	537.1		
T	19.379753614	77.500461263	544.9		
T	19.461618437	77.478424440	423.1		
T	19.522991851	77.456441557	420.2		
T	19.574117966	77.434481572	422.2		
T	19.625245987	77.412502859	449.0		
T	19.748144808	77.390252573	439.0		
T	19.819821878	77.368193430	439.2		
T	19.891506767	77.346111604	447.0		
T	19.973407302	77.313061387	534.3		
T	20.004131432	77.302021958	545.5		
T	20.065619383	77.279948765	541.2		
T	20.096391100	77.268918685	529.9		
T	20.168090703	77.224952215	564.2		
T	20.250088302	77.180889917	473.8		
T	20.260375655	77.180844033	488.4		
T	20.404088648	77.125477114	398.1		
T	20.414393519	77.125429906	386.6		
T	20.486387265	77.103190893	362.0		
T	20.548093761	77.080974503	317.4		
T	20.610222587	77.113562441	347.3		
T	20.651417331	77.102396361	328.4		
T	20.692619510	77.091223502	290.8		
T	20.754402496	77.068957653	285.1		
T	20.816395854	77.068647407	255.1		
T	20.847402606	77.068494486	261.5		
T	20.940451956	77.068027236	266.3		
T	20.971393318	77.056866907	269.8		
T	21.054075405	77.045428913	290.3		
T	21.064335249	77.034361055	292.0		
T	21.167365347	76.956662782	352.0		
T	21.208692008	76.934367282	556.2		
T	21.250027283	76.912053332	548.5		
T	21.322593521	76.900554330	598.5		
T	21.447055564	76.877643860	406.9		
T	21.499105302	76.877306791	320.9		
T	21.520262265	76.921418337	354.8		
T	21.520803550	76.998850445	379.9		
T	21.520987089	77.032029742	369.7		
T	21.500279190	77.054243226	396.9		
T	21.396766009	77.121028324	531.0		
T	21.324392691	77.143454930	798.6		
T	21.251903730	77.154799907	599.0		
T	21.200110340	77.166030031	384.2		
T	21.127756726	77.199370407	324.6		
T	21.086299197	77.199512941	307.1		
T	21.003657904	77.221843192	287.8		
T	20.931391738	77.244103009	278.6		
T	20.890098082	77.255238012	267.0		
T	20.817803116	77.266459529	276.4		
T	20.766273135	77.288590272	287.5		
T	20.704442269	77.310732224	293.6		
T	20.663282700	77.332799942	323.0		
T	20.591107770	77.343956794	341.8		
T	20.519043162	77.366068831	390.5		
T	20.477863895	77.377125233	405.9		
T	20.395629687	77.410185026	410.0		
T	20.375039701	77.410233569	412.2		
T	20.323725048	77.432270680	459.2		
T	20.200594848	77.487265476	438.0		
T	20.067086880	77.520297256	512.0		
T	20.015702138	77.520390835	378.3		
T	19.954197566	77.542365139	343.3		
T	19.923389812	77.542424995	345.8		
T	19.882432090	77.564337120	339.6		
T	19.821049901	77.608092781	334.9		
T	19.728871752	77.651844627	463.2		
T	19.667463339	77.684644628	512.4		
T	19.616339344	77.717454346	430.2		
T	19.554958951	77.750271140	402.3		
T	19.524284793	77.772118744	411.1		
T	19.442457777	77.826711678	389.9		
T	19.350671652	78.022832865	426.0		
T	19.371230266	78.044661087	416.0		
T	19.432847710	78.077485844	401.8		
T	19.453368791	78.077519423	384.0		
T	19.514940367	78.077621297	395.8		
T	19.597051911	78.077757166	410.4		
T	19.658648720	78.077859189	299.4		
T	19.740745328	78.056136386	452.5		
T	19.792002730	78.023412377	329.4		
T	19.874079401	77.990707578	268.2		
T	19.894588840	77.979789713	267.5		
T	19.976626372	77.936086858	340.9		
T	20.017642696	77.914217490	312.4		
T	20.079273512	77.903313620	301.2		
T	20.151154347	77.881457911	333.3		
T	20.212762993	77.859576731	336.5		
T	20.315563135	77.826803532	325.1		
T	20.377298612	77.815891436	324.2		
T	20.408167394	77.804961034	329.2		
T	20.469897387	77.772131755	388.3		
T	20.500712046	77.750194227	357.2		
T	20.552222334	77.739254922	339.5		
T	20.603676732	77.717308690	354.7		
T	20.624060159	77.673347460	340.1		
T	20.675601125	77.662368785	317.8		
T	20.747774680	77.640398050	337.0		
T	20.840704024	77.618441615	300.7		
T	20.892365891	77.607452015	296.8		
T	20.975029393	77.585437340	314.9		
T	21.057658910	77.552357056	316.7		
T	21.088589967	77.530285310	324.2		
T	21.140169473	77.508158047	326.5		
T	21.191900802	77.508090806	347.0		
T	21.284895255	77.485865875	384.0		
T	21.336594411	77.474734871	429.9		
T	21.419138166	77.430352613	842.1		
T	21.450086407	77.408172587	906.9		
T	21.502331302	77.408203804	664.2		
T	21.512968577	77.430365046	985.5		
T	21.565343984	77.441496290	754.8		
T	21.638592620	77.441570741	611.7		
T	21.565968468	77.519103765	841.9		
T	21.514097606	77.574409378	901.9		
T	21.441207340	77.607447963	623.3		
T	21.399819527	77.618525102	607.7		
T	21.358513275	77.640658938	421.0		
T	21.327499159	77.651717880	409.9		
T	21.213932533	77.706968152	367.5		
T	21.193220451	77.706952337	361.4		
T	21.089820450	77.728954379	334.8		
T	20.996812388	77.761923289	320.8		
T	20.965817623	77.772900494	345.5		
T	20.924475323	77.783849154	368.4		
T	20.790232708	77.827649512	331.9		
T	20.655865430	77.816377985	292.6		
T	20.635219833	77.816344291	295.3		
T	20.583794198	77.849258451	319.6		
T	20.522025013	77.882099873	306.5		
T	20.449884095	77.903881102	368.3		
T	20.388083347	77.925667042	344.8		
T	20.326411972	77.958472617	317.0		
T	20.264841715	78.002278856	335.7		
T	20.192946263	78.035069443	300.1		
T	20.110767846	78.067805092	299.0		
T	20.018452590	78.144341802	293.0		
T	19.987640555	78.155226417	274.0		
T	19.946577758	78.177038837	255.6		
T	19.854217736	78.242510506	252.1		
T	19.843984143	78.264392933	252.9		
T	19.833747103	78.286273376	284.6		
T	19.895464714	78.308415060	262.3		
T	19.905766299	78.319418031	253.0		
T	19.946914551	78.330540951	250.8		
T	20.008636312	78.341752429	266.6		
T	20.142501852	78.375338840	389.7		
T	20.183693986	78.375553251	349.8		
T	20.348470356	78.354391655	402.5		
